hrwage,educ,female,fulltimely
.,Less than HS,0,.
2.3255813,HS diploma/GED,0,1.0
.,.,1,.
111.111115,College degree,1,1.0
.,.,1,.
8.173077,HS diploma/GED,1,1.0
.,HS diploma/GED,0,.
17.307692,Some college,0,1.0
17.094017,Some college,1,1.0
13.701923,Some college,1,1.0
.,.,0,.
28.649921,Some college,0,1.0
38.919415,College degree,1,1.0
.,Some college,1,.
77.30769,Graduate degree,1,1.0
.,Graduate degree,0,.
10.0,HS diploma/GED,0,1.0
11.538462,Less than HS,1,1.0
.,HS diploma/GED,1,.
.,HS diploma/GED,0,.
.,HS diploma/GED,1,.
.,Some college,0,.
21.25,Less than HS,1,1.0
.,.,0,.
19.23077,Some college,1,1.0
8.846154,HS diploma/GED,0,1.0
8.232142,Some college,0,1.0
11.523809,HS diploma/GED,1,0.0
.,.,0,.
0.0,College degree,0,1.0
33.653847,College degree,1,1.0
.,HS diploma/GED,0,.
.,Some college,1,.
0.0,HS diploma/GED,0,1.0
0.0,College degree,1,1.0
.,.,0,.
33.653847,College degree,0,1.0
0.0,College degree,0,1.0
18.75,College degree,1,1.0
6.6666665,Some college,1,0.0
.,Graduate degree,1,.
14.660494,Graduate degree,0,1.0
31.25,Graduate degree,1,1.0
29.807692,Less than HS,0,0.0
14.423077,HS diploma/GED,1,1.0
14.399038,HS diploma/GED,1,1.0
16.02564,Some college,1,0.0
51.64835,College degree,0,1.0
0.0,HS diploma/GED,1,1.0
24.038462,Graduate degree,1,1.0
1.0256411,HS diploma/GED,1,0.0
.,Some college,1,.
0.64102566,College degree,0,1.0
0.0,Some college,1,1.0
.,.,0,.
.,.,1,.
.,.,0,.
13.461538,HS diploma/GED,0,1.0
9.615385,Some college,0,1.0
30.157343,College degree,1,1.0
35.117058,Graduate degree,0,1.0
5.580357,Some college,0,0.0
.,HS diploma/GED,0,.
.,Graduate degree,1,.
52.884617,Graduate degree,1,1.0
.,Graduate degree,0,.
.,.,1,.
.,.,0,.
.,Less than HS,0,.
15.909091,Less than HS,0,0.0
27.24359,Some college,0,1.0
11.25,Some college,1,1.0
.,.,0,.
.,.,0,.
15.865385,HS diploma/GED,0,1.0
17.307692,HS diploma/GED,1,1.0
.,HS diploma/GED,1,.
.,HS diploma/GED,0,.
10.0,HS diploma/GED,0,0.0
26.923077,Some college,0,1.0
15.384615,Some college,1,1.0
.,Some college,0,.
21.634615,Some college,1,1.0
38.46154,College degree,0,1.0
.,Less than HS,0,.
.,.,1,.
20.0,College degree,0,0.0
.,Graduate degree,1,.
24.038462,College degree,0,1.0
14.685315,College degree,1,1.0
8.333333,Some college,1,1.0
.,Less than HS,0,.
12.5,College degree,0,1.0
6.9444447,Some college,1,0.0
33.125,Graduate degree,0,1.0
.,College degree,1,.
.,.,1,.
.,.,0,.
18.990385,Some college,0,1.0
8.791209,HS diploma/GED,1,1.0
6.6666665,Less than HS,1,0.0
17.482517,HS diploma/GED,0,1.0
0.0,College degree,0,1.0
14.792899,Some college,1,1.0
8.0,Less than HS,1,0.0
11.111111,College degree,1,0.0
9.298611,Some college,1,1.0
21.538462,HS diploma/GED,0,1.0
.,.,0,.
.,.,1,.
14.423077,Some college,1,1.0
21.978022,HS diploma/GED,0,1.0
.,.,1,.
.,.,1,.
4.8076925,HS diploma/GED,1,1.0
31.318682,Graduate degree,1,1.0
.,Some college,1,.
11.363636,HS diploma/GED,0,0.0
25.0,College degree,1,1.0
.,HS diploma/GED,1,.
.,Less than HS,1,.
15.384615,Some college,0,1.0
.,Some college,1,.
16.177404,Some college,0,1.0
25.24471,Some college,1,1.0
14.423077,Some college,0,1.0
.,.,1,.
.,.,1,.
.,HS diploma/GED,1,.
0.0,Graduate degree,0,1.0
25.0,College degree,1,1.0
21.634615,HS diploma/GED,0,1.0
.,College degree,1,.
15.276389,Less than HS,0,0.0
.,Less than HS,1,.
16.346153,Less than HS,0,1.0
.,HS diploma/GED,1,.
.,Less than HS,0,.
15.384615,HS diploma/GED,0,1.0
13.586957,HS diploma/GED,1,1.0
0.0,HS diploma/GED,0,0.0
.,Some college,1,.
.,.,1,.
.,.,0,.
.,.,0,.
.,.,0,.
38.46154,Graduate degree,0,1.0
.,College degree,1,.
17.948717,Some college,1,1.0
.,HS diploma/GED,1,.
.,Some college,0,.
.,College degree,0,.
.,College degree,1,.
34.615383,HS diploma/GED,0,1.0
0.0,Graduate degree,1,1.0
.,Some college,0,.
12.0,HS diploma/GED,1,0.0
30.0,Some college,0,0.0
.,Some college,1,.
.,HS diploma/GED,0,.
5.1282053,College degree,1,0.0
22.115385,HS diploma/GED,0,1.0
40.384617,College degree,1,1.0
30.76923,College degree,0,1.0
.,.,1,.
.,.,0,.
22.222221,College degree,1,1.0
60.096153,Graduate degree,0,1.0
8.333333,College degree,1,0.0
6.25,Less than HS,1,0.0
.,College degree,0,.
.,HS diploma/GED,1,.
27.884615,Some college,0,1.0
.,.,1,.
.,.,1,.
.,Graduate degree,1,.
.,.,0,.
19.822485,Some college,0,1.0
.,Some college,1,.
.,HS diploma/GED,0,.
36.53846,Some college,0,1.0
23.317308,College degree,1,1.0
.,.,1,.
.,.,1,.
.,.,1,.
17.948717,HS diploma/GED,0,0.0
9.937344,HS diploma/GED,1,1.0
.,.,0,.
.,.,0,.
.,HS diploma/GED,0,.
.,HS diploma/GED,1,.
29.62578,Graduate degree,0,1.0
0.0,College degree,1,1.0
.,.,1,.
.,.,1,.
.,.,0,.
.,HS diploma/GED,1,.
.,HS diploma/GED,0,.
19.23077,Some college,1,1.0
9.48718,HS diploma/GED,0,1.0
28.125,Some college,0,1.0
28.846153,HS diploma/GED,0,1.0
18.75,Less than HS,1,1.0
12.620193,Some college,0,0.0
20.432692,College degree,1,1.0
.,Graduate degree,1,.
32.21154,HS diploma/GED,1,1.0
10.576923,HS diploma/GED,0,1.0
25.240385,Some college,0,1.0
19.23077,HS diploma/GED,1,0.0
.,.,0,.
.,HS diploma/GED,0,.
13.461538,Some college,1,1.0
.,Less than HS,1,.
3.5,Less than HS,0,1.0
.,HS diploma/GED,1,.
16.317017,HS diploma/GED,1,0.0
16.826923,HS diploma/GED,1,1.0
0.56122446,HS diploma/GED,0,1.0
41.025642,Some college,0,1.0
7.5657897,Some college,1,1.0
10.869565,Some college,1,1.0
1.875,HS diploma/GED,1,1.0
.,HS diploma/GED,0,.
.,Less than HS,0,.
.,.,0,.
0.0,Graduate degree,1,1.0
57.894737,Graduate degree,1,1.0
.,College degree,0,.
.,Some college,1,.
.,Some college,0,.
10.256411,Some college,1,0.0
.,.,1,.
16.826923,Some college,1,1.0
15.865385,Some college,0,1.0
.,.,0,.
.,HS diploma/GED,1,.
13.888889,HS diploma/GED,1,1.0
52.884617,Some college,0,1.0
12.019231,Some college,1,1.0
8.173077,Some college,1,1.0
7.0,Less than HS,1,0.0
19.23077,Graduate degree,0,1.0
3.8461537,Graduate degree,1,1.0
.,Graduate degree,1,.
.,Less than HS,0,.
.,.,1,.
38.942307,Graduate degree,0,1.0
0.0,College degree,1,0.0
.,HS diploma/GED,1,.
4.887218,Some college,0,1.0
3.0333333,HS diploma/GED,1,0.0
.,Less than HS,0,.
36.858974,Some college,0,1.0
17.094017,HS diploma/GED,0,1.0
7.0,College degree,1,1.0
57.692307,HS diploma/GED,0,1.0
.,.,0,.
.,HS diploma/GED,0,.
9.086538,HS diploma/GED,1,1.0
18.376068,HS diploma/GED,0,1.0
.,Less than HS,0,.
.,Less than HS,1,.
.,Less than HS,1,.
.,Some college,0,.
.,HS diploma/GED,1,.
12.5,College degree,0,0.0
8.333333,College degree,1,0.0
28.846153,Some college,0,1.0
17.307692,Some college,1,1.0
.,.,1,.
23.076923,Some college,0,1.0
19.23077,College degree,1,0.0
.,.,1,.
.,.,0,.
.,.,1,.
8.974359,HS diploma/GED,0,1.0
.,HS diploma/GED,1,.
.,.,1,.
13.986014,HS diploma/GED,1,0.0
40.384617,Graduate degree,0,1.0
4.1666665,Some college,0,1.0
.,.,1,.
12.980769,College degree,1,1.0
11.538462,College degree,0,1.0
.,.,1,.
69.23077,College degree,1,0.0
3.8461537,College degree,1,1.0
57.692307,College degree,0,1.0
16.826923,HS diploma/GED,0,1.0
.,HS diploma/GED,1,.
.,HS diploma/GED,0,.
.,College degree,0,.
.,HS diploma/GED,0,.
19.23077,HS diploma/GED,1,1.0
45.454544,HS diploma/GED,0,1.0
.,.,0,.
.,.,1,.
25.568182,Some college,1,1.0
14.423077,Some college,1,1.0
0.275,Some college,1,0.0
.,Less than HS,1,.
.,HS diploma/GED,0,.
.,HS diploma/GED,1,.
.,Some college,1,.
31.25,Some college,0,1.0
.,.,1,.
.,.,1,.
.,.,1,.
.,.,0,.
.,HS diploma/GED,0,.
78.671326,College degree,1,1.0
28.846153,College degree,1,1.0
14.423077,HS diploma/GED,0,1.0
.,.,0,.
76.92308,Graduate degree,0,1.0
22.058823,Some college,1,0.0
.,HS diploma/GED,1,.
9.72973,Some college,1,0.0
.,Graduate degree,0,.
.,College degree,1,.
24.038462,Some college,1,1.0
17.307692,HS diploma/GED,0,1.0
18.26923,College degree,1,1.0
112.42603,Some college,0,0.0
27.030449,HS diploma/GED,0,1.0
17.032967,Some college,1,1.0
9.340659,HS diploma/GED,1,1.0
.,Less than HS,0,.
16.01875,HS diploma/GED,0,1.0
.,Some college,1,.
.,.,1,.
.,.,1,.
30.594406,College degree,0,1.0
14.0,Graduate degree,1,1.0
.,.,1,.
.,.,1,.
29.807692,Graduate degree,1,1.0
10.027892,College degree,1,1.0
40.0,College degree,0,1.0
20.47619,College degree,1,1.0
.,HS diploma/GED,1,.
23.317308,HS diploma/GED,0,1.0
19.23077,College degree,0,1.0
37.597115,Some college,0,1.0
15.0,College degree,1,1.0
18.461538,Some college,1,0.0
23.75,HS diploma/GED,0,1.0
28.846153,HS diploma/GED,0,1.0
423.07654,College degree,0,1.0
.,Some college,1,.
74.78632,Graduate degree,0,1.0
.,College degree,1,.
.,.,1,.
.,.,0,.
14.945652,HS diploma/GED,1,0.0
.,Less than HS,0,.
.,Some college,1,.
48.076923,College degree,0,1.0
.,.,1,.
33.760685,Graduate degree,0,1.0
36.057693,Some college,1,1.0
.,College degree,1,.
19.663462,College degree,1,1.0
11.971154,Some college,1,1.0
1.4893616,Some college,0,1.0
36.057693,Some college,1,1.0
65.8625,College degree,0,1.0
13.963462,Some college,1,1.0
.,.,1,.
.,.,1,.
0.0,HS diploma/GED,1,0.0
.,HS diploma/GED,1,.
.,HS diploma/GED,0,.
.,Some college,1,.
30.117132,HS diploma/GED,0,1.0
.,.,0,.
.,.,0,.
.,.,0,.
31.25,Some college,1,1.0
.,.,1,.
22.596153,HS diploma/GED,0,1.0
19.23077,Graduate degree,1,1.0
26.442308,Some college,0,1.0
29.326923,Some college,0,1.0
19.23077,Graduate degree,0,1.0
.,Graduate degree,0,.
.,Graduate degree,1,.
16.55983,Some college,1,1.0
.,Some college,0,.
.,.,0,.
.,.,1,.
.,Some college,1,.
19.23077,HS diploma/GED,0,1.0
19.23077,Some college,1,0.0
48.076923,College degree,0,1.0
.,.,1,.
.,.,1,.
65.70513,College degree,0,1.0
10.817307,College degree,1,1.0
6.4102564,Some college,1,0.0
.,.,1,.
5.263158,Less than HS,1,0.0
.,HS diploma/GED,1,.
.,Some college,1,.
288.46155,College degree,0,0.0
12.204142,College degree,1,1.0
15.151515,Some college,0,0.0
.,.,0,.
.,.,0,.
.,Less than HS,1,.
.,.,0,.
.,.,0,.
14.211764,HS diploma/GED,0,1.0
.,Some college,1,.
40.064102,HS diploma/GED,0,1.0
19.615385,HS diploma/GED,1,1.0
.,.,0,.
47.826088,Graduate degree,1,0.0
34.798534,Graduate degree,0,1.0
30.0,College degree,1,0.0
.,.,0,.
8.5,HS diploma/GED,0,1.0
8.333333,HS diploma/GED,1,0.0
.,Less than HS,1,.
.,.,1,.
.,.,0,.
.,College degree,1,.
60.0,College degree,0,1.0
.,HS diploma/GED,1,.
.,.,0,.
.,.,1,.
.,.,1,.
.,.,1,.
.,.,0,.
10.714286,College degree,1,0.0
8.0,Some college,1,0.0
.,Some college,0,.
.,HS diploma/GED,1,.
31.25,College degree,0,1.0
.,College degree,1,.
.,.,1,.
29.91453,HS diploma/GED,0,1.0
14.423077,HS diploma/GED,1,1.0
.,.,0,.
.,.,0,.
15.5,Less than HS,1,1.0
.,.,1,.
.,.,1,.
.,.,0,.
38.46154,Graduate degree,0,1.0
.,Some college,1,.
.,.,0,.
.,.,1,.
.,Some college,1,.
11.3324175,HS diploma/GED,0,0.0
7.482993,Some college,1,0.0
.,.,1,.
.,College degree,0,.
15.865385,HS diploma/GED,1,1.0
.,Less than HS,1,.
10.0,Some college,0,0.0
.,HS diploma/GED,1,.
28.846153,HS diploma/GED,0,1.0
4.8076925,Some college,1,1.0
.,Less than HS,0,.
.,.,1,.
.,HS diploma/GED,1,.
.,HS diploma/GED,0,.
72.11539,College degree,0,1.0
25.865385,Graduate degree,1,1.0
13.461538,Some college,0,1.0
.,College degree,1,.
72.65,College degree,0,1.0
26.923077,Graduate degree,1,1.0
.,.,1,.
.,.,1,.
14.423077,Less than HS,0,0.0
9.523809,HS diploma/GED,1,0.0
36.53846,Some college,0,1.0
21.484375,Some college,1,1.0
.,College degree,1,.
.,.,0,.
0.0,Some college,0,1.0
65.76923,Graduate degree,0,1.0
38.46154,Graduate degree,1,1.0
.,.,1,.
.,.,0,.
.,HS diploma/GED,1,.
13.461538,Some college,0,1.0
12.980769,HS diploma/GED,1,1.0
.,.,1,.
.,.,1,.
.,HS diploma/GED,0,.
12.5,HS diploma/GED,1,1.0
25.641026,Graduate degree,1,1.0
28.846153,Graduate degree,0,1.0
13.736263,Some college,1,0.0
.,HS diploma/GED,1,.
62.5,Some college,0,1.0
25.94017,HS diploma/GED,0,1.0
16.826923,Some college,1,1.0
27.777779,College degree,0,1.0
14.423077,Some college,0,0.0
.,.,1,.
50.60729,College degree,1,1.0
.,.,1,.
18.461538,Some college,1,0.0
.,.,1,.
.,HS diploma/GED,1,.
23.504274,Some college,1,1.0
14.961538,Some college,1,0.0
.,Less than HS,1,.
0.0,HS diploma/GED,0,0.0
19.23077,HS diploma/GED,1,1.0
.,Graduate degree,0,.
.,College degree,1,.
67.30769,Graduate degree,0,1.0
55.0,College degree,1,1.0
.,Less than HS,1,.
.,.,0,.
.,HS diploma/GED,0,.
.,Some college,1,.
38.46154,College degree,1,1.0
16.826923,Some college,0,1.0
.,.,1,.
0.0,Some college,1,1.0
.,HS diploma/GED,1,.
22.5,HS diploma/GED,0,1.0
29.020979,Some college,0,1.0
4.9099836,Some college,1,1.0
.,Some college,0,.
15.384615,College degree,1,1.0
11.0,Some college,1,0.0
5.8653846,College degree,1,0.0
.,HS diploma/GED,0,.
17.948717,HS diploma/GED,1,0.0
8.653846,Some college,1,1.0
12.019231,Some college,1,1.0
2.9166667,Some college,1,0.0
25.0,Some college,0,1.0
6.9110575,Some college,1,0.0
10.256411,HS diploma/GED,1,0.0
.,Graduate degree,0,.
14.444445,Some college,1,1.0
18.26923,HS diploma/GED,0,1.0
28.571428,HS diploma/GED,0,1.0
.,HS diploma/GED,1,.
9.230769,HS diploma/GED,1,0.0
12.019231,Less than HS,0,1.0
13.461538,Some college,0,1.0
19.23077,College degree,1,1.0
46.153847,College degree,0,1.0
10.09667,College degree,1,1.0
16.239317,HS diploma/GED,1,1.0
23.776224,Some college,0,1.0
5.769231,HS diploma/GED,0,0.0
.,Some college,0,.
.,HS diploma/GED,1,.
72.11539,College degree,0,1.0
24.038462,College degree,1,0.0
.,.,0,.
.,HS diploma/GED,1,.
7.6923075,HS diploma/GED,1,0.0
0.48076922,Graduate degree,0,1.0
32.5,Graduate degree,1,1.0
.,.,0,.
33.333332,College degree,0,1.0
26.666666,College degree,1,0.0
.,Less than HS,1,.
.,.,1,.
46.153847,Graduate degree,1,1.0
34.615383,HS diploma/GED,0,1.0
13.020833,Less than HS,1,0.0
.,.,0,.
17.307692,Some college,1,1.0
19.23077,HS diploma/GED,0,1.0
100.96154,College degree,0,1.0
12.019231,College degree,1,1.0
27.884615,College degree,1,1.0
17.788462,College degree,0,1.0
.,.,1,.
.,.,0,.
15.384615,HS diploma/GED,0,1.0
.,Graduate degree,1,.
.,.,0,.
.,.,1,.
.,.,1,.
45.673077,HS diploma/GED,0,1.0
17.857143,HS diploma/GED,1,1.0
7.285714,HS diploma/GED,1,0.0
.,.,1,.
.,HS diploma/GED,0,.
72.11539,College degree,1,0.0
42.067307,College degree,0,0.0
.,.,1,.
.,.,1,.
34.34066,Some college,0,1.0
24.038462,Some college,1,1.0
5.769231,HS diploma/GED,0,1.0
.,HS diploma/GED,1,.
0.0,Graduate degree,1,1.0
31.25,Graduate degree,0,1.0
.,.,0,.
.,.,0,.
.,.,0,.
24.038462,HS diploma/GED,0,1.0
.,HS diploma/GED,1,.
.,Graduate degree,0,.
8.461538,College degree,1,0.0
16.826923,College degree,1,1.0
1.9230769,College degree,1,0.0
157.34265,Graduate degree,0,1.0
.,.,1,.
.,.,1,.
.,HS diploma/GED,1,.
52.884617,Graduate degree,0,1.0
.,College degree,1,.
.,.,0,.
.,HS diploma/GED,0,.
.,Some college,1,.
22.307692,HS diploma/GED,0,1.0
14.835165,HS diploma/GED,1,1.0
.,.,0,.
.,.,1,.
.,.,1,.
32.692307,Some college,0,1.0
9.232307,Some college,1,0.0
.,.,1,.
.,.,0,.
.,.,0,.
.,HS diploma/GED,0,.
20.192308,HS diploma/GED,1,1.0
15.384615,Less than HS,0,0.0
12.820513,HS diploma/GED,1,0.0
.,.,0,.
23.668638,Graduate degree,0,1.0
.,College degree,1,.
.,.,1,.
.,.,0,.
65.38461,College degree,1,1.0
76.92308,College degree,0,1.0
48.076923,College degree,0,1.0
21.634615,Some college,1,1.0
14.423077,College degree,0,1.0
34.72222,Some college,1,1.0
10.683761,HS diploma/GED,0,1.0
9.615385,HS diploma/GED,0,0.0
11.538462,Some college,0,1.0
16.826923,Some college,1,1.0
60.096153,College degree,0,1.0
20.673077,College degree,1,1.0
33.653847,Graduate degree,0,1.0
44.378696,College degree,0,1.0
6.6666665,Some college,1,0.0
33.333332,Graduate degree,1,1.0
.,Graduate degree,1,.
92.0,College degree,0,1.0
.,.,0,.
33.21678,College degree,1,0.0
31.73077,College degree,0,1.0
.,.,1,.
0.0,Some college,0,1.0
25.961538,Some college,1,1.0
38.46154,HS diploma/GED,0,1.0
7.857143,Some college,1,1.0
.,.,0,.
.,.,1,.
12.5,College degree,1,1.0
47.00855,College degree,0,1.0
.,.,1,.
.,.,0,.
17.227564,Graduate degree,1,1.0
45.384617,Graduate degree,0,1.0
3.3052886,Some college,1,0.0
38.46154,HS diploma/GED,0,1.0
.,College degree,0,.
18.518518,Some college,1,0.0
23.076923,HS diploma/GED,0,1.0
44.615383,Graduate degree,0,1.0
52.083332,Graduate degree,1,1.0
.,College degree,1,.
11.538462,College degree,0,1.0
11.538462,College degree,1,1.0
12.980769,HS diploma/GED,1,0.0
15.865385,HS diploma/GED,0,1.0
7.2115383,Some college,1,1.0
24.428274,College degree,1,1.0
41.826923,College degree,0,1.0
53.75,Less than HS,0,0.0
.,.,0,.
.,.,0,.
8.0,Some college,1,0.0
.,.,0,.
0.0,College degree,0,0.0
14.423077,College degree,0,1.0
2.6923077,HS diploma/GED,1,0.0
.,.,1,.
14.182693,College degree,1,1.0
6.9444447,Some college,1,1.0
0.0,Some college,0,1.0
.,College degree,1,.
75.55556,Graduate degree,0,1.0
12.019231,College degree,1,1.0
.,Less than HS,0,.
.,Less than HS,0,.
.,.,1,.
.,College degree,0,.
.,Graduate degree,1,.
5.769231,Some college,0,1.0
.,Some college,1,.
.,.,1,.
.,.,0,.
.,Some college,1,.
.,College degree,0,.
.,.,0,.
16.666666,College degree,0,1.0
18.26923,Graduate degree,1,1.0
.,.,0,.
.,.,1,.
16.826923,HS diploma/GED,1,1.0
20.673077,HS diploma/GED,0,1.0
16.666666,Some college,0,1.0
35.714287,HS diploma/GED,0,1.0
.,Graduate degree,1,.
.,.,1,.
0.0,Graduate degree,1,1.0
.,Less than HS,0,.
.,HS diploma/GED,0,.
.,Some college,1,.
23.080769,College degree,1,1.0
11.538462,Some college,1,0.0
8.888889,Less than HS,0,0.0
52.44755,College degree,0,1.0
.,Some college,1,.
.,HS diploma/GED,1,.
0.0,Some college,0,1.0
.,.,1,.
.,.,1,.
19.23077,Graduate degree,1,1.0
43.706295,College degree,0,1.0
.,HS diploma/GED,1,.
57.692307,College degree,0,1.0
.,Some college,1,.
.,Less than HS,1,.
.,.,1,.
24.038462,Some college,0,1.0
0.0,Graduate degree,1,0.0
96.15385,College degree,0,0.0
.,HS diploma/GED,0,.
.,HS diploma/GED,1,.
.,HS diploma/GED,1,.
16.538462,Graduate degree,1,1.0
13.461538,Some college,0,1.0
19.23077,HS diploma/GED,1,0.0
.,HS diploma/GED,0,.
0.0,Some college,0,1.0
28.571428,Graduate degree,1,0.0
22.127659,HS diploma/GED,1,0.0
9.424603,Less than HS,1,0.0
60.096153,College degree,1,1.0
72.11539,Some college,0,1.0
.,College degree,1,.
24.038462,HS diploma/GED,0,1.0
0.0,HS diploma/GED,1,1.0
5.0,Less than HS,0,0.0
0.0,Some college,0,1.0
32.5,Graduate degree,1,0.0
48.076923,College degree,0,1.0
14.423077,College degree,1,0.0
.,.,1,.
.,.,1,.
23.076923,Some college,0,1.0
2.4509804,Some college,1,0.0
16.826923,HS diploma/GED,0,1.0
.,.,0,.
20.833334,College degree,0,0.0
.,College degree,0,.
22.727272,Some college,1,0.0
27.884615,Graduate degree,0,1.0
28.846153,College degree,1,1.0
4.4871793,Some college,1,0.0
0.0,HS diploma/GED,0,1.0
.,Graduate degree,1,.
36.057693,Graduate degree,0,1.0
.,.,0,.
.,.,1,.
.,.,0,.
22.596153,Some college,1,1.0
9.615385,HS diploma/GED,0,1.0
12.980769,College degree,0,1.0
20.432692,College degree,1,1.0
24.038462,Graduate degree,1,1.0
.,Graduate degree,0,.
21.153847,College degree,0,1.0
12.980769,Some college,1,1.0
53.076923,College degree,1,1.0
18.724697,College degree,1,1.0
.,HS diploma/GED,1,.
.,Some college,1,.
13.667308,HS diploma/GED,1,1.0
6.6666665,Less than HS,1,0.0
.,.,1,.
.,.,1,.
.,HS diploma/GED,1,.
.,HS diploma/GED,0,.
.,Some college,0,.
.,Graduate degree,1,.
33.653847,Some college,0,1.0
15.384615,Graduate degree,1,1.0
0.0,HS diploma/GED,0,1.0
12.651822,HS diploma/GED,1,1.0
.,Some college,1,.
.,College degree,0,.
5.2884617,HS diploma/GED,1,1.0
.,.,1,.
17.101875,Some college,0,1.0
20.9,Some college,1,0.0
14.423077,HS diploma/GED,1,1.0
44.117645,College degree,0,1.0
26.0,College degree,1,1.0
8.173077,Less than HS,1,0.0
.,College degree,0,.
36.713287,Graduate degree,0,1.0
14.423077,College degree,1,1.0
11.538462,Some college,1,1.0
8.333333,Less than HS,1,0.0
.,.,1,.
34.134617,Some college,0,1.0
15.0,HS diploma/GED,1,1.0
.,Some college,0,.
.,Less than HS,1,.
8.241758,Some college,1,0.0
18.131868,College degree,1,1.0
23.776224,Some college,0,1.0
.,.,1,.
17.206478,College degree,1,1.0
32.741344,HS diploma/GED,0,1.0
19.183655,HS diploma/GED,1,1.0
5.2083335,Less than HS,0,0.0
.,College degree,0,.
19.23077,College degree,1,1.0
12.237762,College degree,0,1.0
.,.,0,.
.,.,1,.
.,HS diploma/GED,1,.
15.0,HS diploma/GED,0,1.0
.,HS diploma/GED,0,.
.,HS diploma/GED,0,.
.,HS diploma/GED,1,.
.,HS diploma/GED,1,.
9.375,Some college,1,1.0
31.254168,College degree,1,1.0
37.5,College degree,0,1.0
25.48077,HS diploma/GED,0,1.0
15.384615,HS diploma/GED,1,0.0
4.0625,Less than HS,1,0.0
18.333334,Less than HS,0,0.0
46.875,HS diploma/GED,1,0.0
16.826923,HS diploma/GED,0,1.0
.,Less than HS,1,.
.,Less than HS,0,.
.,.,1,.
36.324787,College degree,1,1.0
24.038462,Some college,0,1.0
.,.,0,.
.,HS diploma/GED,1,.
13.221154,College degree,1,1.0
48.076923,College degree,0,1.0
6.0625,Less than HS,0,1.0
.,.,0,.
19.667831,HS diploma/GED,0,1.0
11.538462,HS diploma/GED,1,1.0
.,.,1,.
44.23077,HS diploma/GED,0,1.0
9.615385,Graduate degree,1,1.0
.,.,1,.
.,.,1,.
.,.,1,.
0.0,Some college,1,0.0
144.23077,College degree,0,1.0
.,.,0,.
0.0,HS diploma/GED,1,1.0
12.6373625,Some college,0,1.0
16.961058,HS diploma/GED,1,1.0
33.076923,Graduate degree,1,1.0
.,Less than HS,0,.
.,HS diploma/GED,1,.
.,College degree,0,.
40.064102,Some college,1,1.0
38.46154,HS diploma/GED,0,1.0
8.653846,Some college,1,1.0
.,Some college,1,.
.,.,0,.
36.752136,Graduate degree,0,1.0
37.60684,College degree,1,1.0
65.38461,Graduate degree,1,1.0
120.04082,College degree,0,1.0
39.0,HS diploma/GED,0,1.0
.,HS diploma/GED,1,.
10.625,Less than HS,0,0.0
.,.,1,.
.,.,1,.
.,.,0,.
.,HS diploma/GED,0,.
8.75,HS diploma/GED,1,1.0
9.0,HS diploma/GED,0,0.0
26.666666,College degree,1,1.0
.,.,0,.
.,College degree,0,.
.,HS diploma/GED,1,.
20.192308,College degree,0,1.0
25.641026,College degree,1,1.0
.,.,0,.
0.0,HS diploma/GED,1,0.0
56.923077,College degree,0,1.0
13.096154,College degree,1,1.0
14.957265,College degree,1,0.0
25.0,Some college,0,1.0
.,.,1,.
.,.,1,.
34.615383,College degree,0,1.0
50.0,Graduate degree,1,1.0
8.333333,Less than HS,1,0.0
.,.,0,.
.,Some college,1,.
38.46154,College degree,0,1.0
12.019231,HS diploma/GED,1,0.0
.,Some college,0,.
14.423077,Some college,1,1.0
0.0,Some college,1,1.0
0.0,HS diploma/GED,0,1.0
20.0,Some college,0,0.0
35.25641,Some college,1,1.0
65.38461,College degree,1,1.0
48.076923,College degree,0,0.0
.,Less than HS,1,.
.,.,1,.
.,Some college,1,.
0.6766667,Graduate degree,0,0.0
26.821863,College degree,1,1.0
.,Less than HS,1,.
9.615385,Less than HS,0,1.0
.,HS diploma/GED,1,.
.,.,0,.
0.0,Graduate degree,1,0.0
57.8125,Graduate degree,0,0.0
.,College degree,0,.
26.442308,Some college,1,1.0
.,Some college,1,.
39.423077,Some college,0,1.0
.,HS diploma/GED,1,.
6.8333335,HS diploma/GED,0,1.0
.,Some college,1,.
15.468227,College degree,1,1.0
61.85031,Graduate degree,0,1.0
.,Some college,1,.
17.12963,HS diploma/GED,0,1.0
.,.,0,.
.,Graduate degree,1,.
1.25,Some college,1,1.0
25.49195,College degree,1,1.0
.,.,1,.
.,.,1,.
19.23077,HS diploma/GED,0,1.0
7.2115383,HS diploma/GED,1,1.0
.,.,1,.
.,Less than HS,0,.
.,HS diploma/GED,1,.
.,Graduate degree,1,.
23.076923,Graduate degree,0,1.0
.,.,0,.
.,.,1,.
37.5,College degree,0,1.0
.,Some college,1,.
.,.,0,.
21.153847,College degree,0,1.0
30.76923,HS diploma/GED,1,1.0
.,.,1,.
23.461538,Some college,1,1.0
11.538462,HS diploma/GED,0,1.0
9.134615,HS diploma/GED,0,0.0
